,node_name,Count_Jan,Predicted_may,predicted_June,jun_cases,May_cases,Reduced_May,Reduced_Jun
203,"Guerrero,Mexico",295,344.6643886200442,903.0206981845153,295,295,344.6643886200442,903.0206981845153
204,"Guizhou,China",180,216.77884320232704,573.9605691900974,180,180,210.95120959632519,553.2921691423717
205,"Gwangju,South Korea",16,25.168810206777387,71.94228274175683,16,16,19.341176600774805,51.27388269403007
206,"Gyeonggi,South Korea",118,144.34090389913158,384.173168215724,118,118,138.5132702931292,363.50476816799835
207,"HaDarom,Israel",4,17.623712341143825,58.174126333796714,4,4,5.968445129138654,16.83732623834325
208,"HaMerkaz,Israel",2,15.287004621685904,52.05195210881704,2,2,3.6317374096807256,10.715152013363499
209,"Hainan,China",268,319.593982858476,843.3362350892086,268,268,313.7663492524732,822.6678350414788
210,"Halland,Sweden",9,10.515184737560672,27.549784012408942,9,9,10.515184737560672,27.549784012408942
211,"Hamadan,Iran",32,37.38732351132683,97.95478759967618,32,32,37.38732351132683,97.95478759967618
212,"Hamburg,Germany",436,519.1150055184993,1369.081314458467,436,436,510.37355510949436,1338.078714386874
213,"Harju,Estonia",1,1.1683538597289633,3.0610871124898806,1,1,1.1683538597289633,3.0610871124898806
214,"Haryana,India",72,90.59662635159945,243.36316104119024,1171,1041,84.76899274559665,222.69476099346343
215,"Hauts-de-France,France",859,1003.6159655071797,2629.4738296288106,859,859,1003.6159655071797,2629.4738296288106
216,"Hawaii,United States",89,136.35923577144766,387.2611977211926,89,89,107.22106774143457,283.9191974825586
217,"Hebei,China",402,469.6782516110434,1230.5570192209339,402,402,469.6782516110434,1230.5570192209339
218,"Heilongjiang,China",562,656.6148691676774,1720.3309572193139,562,562,656.6148691676774,1720.3309572193139
219,"Henan,China",2070,2431.4427865411853,6382.380100737899,2070,2070,2419.7875193291757,6341.043300642433
220,"Herat,Afghanistan",8,15.821979328945675,47.45358584183774,8,8,9.994345722943097,26.785185794110877
221,"Hesse,Germany",275,324.53488565102276,853.2814004056811,275,275,321.6210688480203,842.9472003818125
222,"Hidalgo,Mexico",318,371.5365273938103,973.4257017717837,318,318,371.5365273938103,973.4257017717837
223,"Hofudborgarsvaedi,Iceland",6,13.485271609487748,41.331411616857906,6,6,7.657638003485167,20.663011569131136
224,"Hokkaido,Japan",164,204.56032989777825,547.9480643321787,164,164,192.9050626857726,506.611264236724
225,"Holy Cross,Poland",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
226,"Hong Kong,China",102,138.59753904569604,381.12555229972367,102,102,121.11463822768854,319.12035215654413
227,"Hormozgan,Iran",26,30.377200352953057,79.58826492473702,26,26,30.377200352953057,79.58826492473702
228,"Hubei,China",20340,23929.43379239047,62848.11653606306,20340,20340,23780.82913543741,62321.07233484604
229,"Hunan,China",1768,2068.8871982263627,5423.484459353073,1768,1768,2065.973381423363,5413.1502593292125
230,"Hyogo,Japan",10,11.683538597289632,30.61087112489883,10,10,11.683538597289632,30.61087112489883
231,"Idaho,United States",87,104.88436002197662,277.79702325757864,87,87,101.97054321897566,267.46282323371594
232,"Ilam,Iran",22,25.70378491403721,67.3439164747775,22,22,25.70378491403721,67.3439164747775
233,"Ile-de-France,France",2970,3473.248537620575,9102.91116856592,2970,2970,3470.334720817584,9092.576968542066
234,"Illinois,United States",1570,1844.0282824511423,4840.354100021993,1570,1570,1835.2868320421387,4809.351499950408
235,"Incheon,South Korea",12,20.495394767861523,59.697934291797225,12,12,14.66776116185895,39.02953424407042
236,"Indiana,United States",373,448.74628658113073,1187.7152708425629,373,373,437.09101936912685,1146.378470747111
237,"Inner Mongolia,China",292,341.1593270408573,893.8374368470456,292,292,341.1593270408573,893.8374368470456
238,"Innlandet,Norway",38,44.397446669700635,116.32131027461574,38,38,44.397446669700635,116.32131027461574
239,"Iowa,United States",128,149.5492940453073,391.8191503987047,128,128,149.5492940453073,391.8191503987047
240,"Ishikawa,Japan",8,9.346830877831707,24.488696899919045,8,8,9.346830877831707,24.488696899919045
241,"Jalisco,Mexico",975,1139.1450132357395,2984.559934677637,975,975,1139.1450132357395,2984.559934677637
242,"Jambyl,Kazakhstan",3,3.505061579186891,9.18326133746966,3,3,3.505061579186891,9.18326133746966
243,"Jamtland,Sweden",15,17.525307895934443,45.91630668734824,15,15,17.525307895934443,45.91630668734824
244,"Jeju,South Korea",8,35.24742468228765,116.34825266759343,8,8,11.936890258277309,33.6746524766865
245,"Jeollabuk-do,South Korea",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
246,"Jiangsu,China",982,1147.3234902538425,3005.98754446507,982,982,1147.3234902538425,3005.98754446507
247,"Jiangxi,China",1610,1894.0000110658623,4974.28002899256,1610,1610,1882.3447438538524,4932.94322889709
248,"Jilin,China",200,269.2840884269196,738.5243116785296,200,200,237.23210359390586,624.8481114160337
249,"Johor,Malaysia",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
250,"Jonkoping,Sweden",13,15.188600176476529,39.79413246236851,13,13,15.188600176476529,39.79413246236851
251,"Jujuy,Argentina",3,3.505061579186891,9.18326133746966,3,3,3.505061579186891,9.18326133746966
252,"Jura,Switzerland",27,50.97099956602401,151.54401886298285,27,27,33.48809874801619,89.53881871980246
253,"Kaduna,Nigeria",35,40.89238509051374,107.13804893714607,152,152,40.89238509051374,107.13804893714607
254,"Kalmar,Sweden",7,8.178477018102747,21.427609787429194,7,7,8.178477018102747,21.427609787429194
255,"Kanagawa Prefecture,Japan",1130,1333.1901583959589,3504.958214997411,1130,1130,1321.5348911839503,3463.621414901949
256,"Kansas,United States",107,147.67688256989794,407.9134323331322,107,107,127.28016494888874,335.5740321660885
257,"Karbala,Iraq",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
258,"Kedah,Malaysia",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
259,"Kentucky,United States",167,195.115094574737,511.2015477858106,167,167,195.115094574737,511.2015477858106
260,"Kerala,India",1,1.1683538597289633,3.0610871124898806,8,8,1.1683538597289633,3.0610871124898806
261,"Kerman,Iran",36,42.06073895024269,110.19913604963577,36,36,42.06073895024269,110.19913604963577
262,"Kermanshah,Iran",44,51.40756982807442,134.687832949555,44,44,51.40756982807442,134.687832949555
263,"Khanh Hoa,Vietnam",6,7.010123158373782,18.36652267493932,6,6,7.010123158373782,18.36652267493932
264,"Khuzestan,Iran",126,147.21258632584943,385.69697617372566,126,126,147.21258632584943,385.69697617372566
265,"Kinshasa,Democratic Republic of the Congo",59,68.93287772400886,180.6041396369032,59,59,68.93287772400886,180.6041396369032
266,"Kirkuk,Iraq",8,9.346830877831707,24.488696899919045,8,8,9.346830877831707,24.488696899919045
267,"Kochi,Japan",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
268,"Kohgiluyeh and Buyer Ahmad,Iran",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
269,"Kordestan,Iran",36,42.06073895024269,110.19913604963577,36,36,42.06073895024269,110.19913604963577
270,"Kumamoto,Japan",8,9.346830877831707,24.488696899919045,8,8,9.346830877831707,24.488696899919045
271,"Kuyavia-Pomerania,Poland",7,8.178477018102747,21.427609787429194,7,7,8.178477018102747,21.427609787429194
272,"Kwara,Nigeria",11,12.851892457018605,33.67195823738875,65,65,12.851892457018605,33.67195823738875
273,"Kwazulu-Natal,South Africa",81,94.63666263804605,247.94805611168064,81,81,94.63666263804605,247.94805611168064
274,"Kyoto Prefecture,Japan",7,8.178477018102747,21.427609787429194,7,7,8.178477018102747,21.427609787429194
275,"Kyzylorda,Kazakhstan",5,5.841769298644816,15.305435562449414,5,5,5.841769298644816,15.305435562449414
276,"La Pampa,Argentina",3,3.505061579186891,9.18326133746966,3,3,3.505061579186891,9.18326133746966
277,"La Reunion,France",33,38.55567737105579,101.0158747121661,33,33,38.55567737105579,101.0158747121661
278,"La Rioja,Spain",293,342.3276809005865,896.8985239595366,293,293,342.3276809005865,896.8985239595366
279,"Lagos,Nigeria",970,1133.303243937095,2969.2544991151863,2750,2750,1133.303243937095,2969.2544991151863
280,"Lapland,Finland",1,1.1683538597289633,3.0610871124898806,1,1,1.1683538597289633,3.0610871124898806
281,"Lazio,Italy",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
282,"Lesser Poland,Poland",19,22.198723334850317,58.16065513730787,19,19,22.198723334850317,58.16065513730787
283,"Liaoning,China",482,569.6217088404752,1498.4088771620459,482,482,563.7940752344712,1477.7404771143147
284,"Liguria,Italy",19,22.198723334850317,58.16065513730787,19,19,22.198723334850317,58.16065513730787
285,"Limburg,Netherlands",487,568.9883296880054,1490.7494237825733,487,487,568.9883296880054,1490.7494237825733
286,"Limpopo,South Africa",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
287,"Lisboa,Portugal",1,7.643502310842952,26.02597605440852,1,1,1.8158687048403628,5.357576006681749
288,"Lisbon,Portugal",736,866.3835892116322,2275.925003734476,736,736,860.555955605628,2255.2566036867433
289,"Lodz,Poland",54,63.09110842536403,165.29870407445375,54,54,63.09110842536403,165.29870407445375
290,"Lombardia,Italy",364,467.36926987358396,1263.507487068789,364,364,429.4896514345667,1129.1628867585644
291,"Lorestan,Iran",60,70.10123158373777,183.66522674939296,60,60,70.10123158373777,183.66522674939296
292,"Los Lagos,Chile",150,175.25307895934452,459.1630668734829,150,150,175.25307895934452,459.1630668734829
293,"Los Rios,Chile",58,67.76452386427987,177.54305252441318,58,58,67.76452386427987,177.54305252441318
294,"Louisiana,United States",1469,1726.0245426185168,4531.184301660523,1469,1469,1717.2830922095143,4500.1817015889255
295,"Lower Austria,Austria",564,665.4267253382508,1749.4180203862195,564,564,659.5990917322464,1728.749620338484
296,"Lower Saxony,Germany",469,547.9579602128838,1435.649855757756,469,469,547.9579602128838,1435.649855757756
297,"Lower Silesia,Poland",43,50.23921596834541,131.62674583706493,43,43,50.23921596834541,131.62674583706493
298,"Lublin,Poland",20,23.367077194579263,61.22174224979766,20,20,23.367077194579263,61.22174224979766
299,"Lubusz,Poland",8,9.346830877831707,24.488696899919045,8,8,9.346830877831707,24.488696899919045
300,"Lucerne,Switzerland",1,40.01924456641288,140.85042076400174,1,1,5.053442930397357,16.84002047764105
301,"Macau,China",20,36.317374096807185,107.15152013363488,20,20,24.66210688480204,65.81472003818136
302,"Macedonia,Greece",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
303,"Madeira,Portugal",9,10.515184737560672,27.549784012408942,9,9,10.515184737560672,27.549784012408942
304,"Madrid,Spain",4314,5053.228847772963,13251.459581165138,4314,4314,5041.5735805609675,13210.122781069762
305,"Magallanes,Chile",63,73.60629316292471,192.84848808686283,63,63,73.60629316292471,192.84848808686283
306,"Maine,United States",130,151.8860017647652,397.9413246236847,130,130,151.8860017647652,397.9413246236847
307,"Manabi,Ecuador",1,1.1683538597289633,3.0610871124898806,1,1,1.1683538597289633,3.0610871124898806
308,"Mangystau,Kazakhstan",1,1.1683538597289633,3.0610871124898806,1,1,1.1683538597289633,3.0610871124898806
309,"Maramures,Romania",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
310,"Maranhao,Brazil",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
311,"Marche,Italy",3,3.505061579186891,9.18326133746966,3,3,3.505061579186891,9.18326133746966
312,"Markazi,Iran",360,420.6073895024269,1101.991360496359,360,360,420.6073895024269,1101.991360496359
313,"Martinique,France",21,24.535431054308226,64.28282936228747,21,21,24.535431054308226,64.28282936228747
314,"Maryland,United States",371,443.1720046361169,1170.1106521466252,371,371,434.43055422711166,1139.108052075032
315,"Masovia,Poland",68,79.44806246156953,208.15392364931222,68,68,79.44806246156953,208.15392364931222
316,"Massachusetts,United States",1224,1433.3026985338058,3758.2530701585692,1224,1224,1430.3888817308068,3747.918870134715
317,"Maule,Chile",58,67.76452386427987,177.54305252441318,58,58,67.76452386427987,177.54305252441318
318,"Mayaguez,Puerto Rico",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
319,"Mayotte,France",15,17.525307895934443,45.91630668734824,15,15,17.525307895934443,45.91630668734824
320,"Maysan,Iraq",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
321,"Mazandaran,Iran",242,282.7416340544092,740.7830812225528,242,242,282.7416340544092,740.7830812225528
322,"Mecklenburg-Vorpommern,Germany",12,14.020246316747563,36.73304534987864,12,12,14.020246316747563,36.73304534987864
323,"Melilla,Spain",1,1.1683538597289633,3.0610871124898806,1,1,1.1683538597289633,3.0610871124898806
324,"Mendoza,Argentina",24,28.040492633495127,73.46609069975727,24,24,28.040492633495127,73.46609069975727
325,"Metro,Puerto Rico",24,47.46593798683713,142.36075752551318,24,24,29.983037168829284,80.35555738233282
326,"Metropolitan Region,Chile",186,223.78896636070087,592.3270918650361,186,186,217.9613327546989,571.6586918173101
327,"Mexico,Mexico",2,67.0881922305978,235.7710636441664,2,2,8.811856170571913,29.087063166898357
328,"Michigan,United States",1253,1463.9473862403906,3835.5421519498236,1253,1253,1463.9473862403906,3835.5421519498236
329,"Michoacan,Mexico",300,350.50615791868904,918.3261337469658,300,300,350.50615791868904,918.3261337469658
330,"Mie,Japan",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
331,"Minas Gerais,Brazil",21,24.535431054308226,64.28282936228747,21,21,24.535431054308226,64.28282936228747
332,"Minnesota,United States",279,325.9707268643809,854.0433043846781,279,279,325.9707268643809,854.0433043846781
333,"Misiones,Argentina",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
334,"Misiones,Paraguay",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
335,"Mississippi,United States",326,387.3585067227559,1020.8792876136216,326,326,381.53087311675296,1000.2108875658931
336,"Missouri,United States",259,302.6036496698014,792.8215621348804,259,259,302.6036496698014,792.8215621348804
337,"Miyazaki,Japan",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
338,"Montana,United States",61,71.2695854434668,186.726313861883,61,61,71.2695854434668,186.726313861883
339,"More og Romsdal,Norway",14,16.356954036205494,42.85521957485839,14,14,16.356954036205494,42.85521957485839
340,"Morelos,Mexico",210,248.59188476863918,654.3107380938354,210,210,245.67806796563772,643.9765380699712
341,"Morona Santiago,Ecuador",1,1.1683538597289633,3.0610871124898806,1,1,1.1683538597289633,3.0610871124898806
342,"Moscow City,Russia",2,12.049430396128905,40.5695076378577,2,2,3.3079799871250186,9.566907566267544
343,"Mpumalanga,South Africa",9,10.515184737560672,27.549784012408942,9,9,10.515184737560672,27.549784012408942
344,"Murcia,Spain",132,160.6978579353368,427.0283877905818,132,132,154.87022432933495,406.3599877428569
345,"Nagano,Japan",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
346,"Nairobi County,Kenya",22,25.70378491403721,67.3439164747775,59,59,25.70378491403721,67.3439164747775
347,"Najaf,Iraq",8,9.346830877831707,24.488696899919045,8,8,9.346830877831707,24.488696899919045
348,"Nakhon Pathom,Thailand",2,15.287004621685904,52.05195210881704,2,2,3.6317374096807256,10.715152013363499
349,"Nara Prefecture,Japan",8,15.821979328945675,47.45358584183774,8,8,9.994345722943097,26.785185794110877
350,"National Capital Region (NCR),Philippines",6,19.960420060601745,64.29630055877648,6,6,8.305152848596578,22.959500463323018
351,"Navarra,Spain",3,9.980210030300873,32.14815027938824,3,3,4.152576424298289,11.479750231661509
352,"Navarre,Spain",368,436.42936883137224,1149.4449463381964,368,368,430.6017352253691,1128.7765462904654
353,"Nayarit,Mexico",107,131.48901144211314,350.5012099783362,107,107,125.6613778361104,329.83280993060913
354,"Nebraska,United States",66,90.06165164433975,247.9615273081705,66,66,78.40638443233458,206.62472721271644
355,"Neuchatel,Switzerland",12,33.44569167008955,105.62771217563446,12,12,15.962790852081769,43.62251203245424
356,"Neuquen,Argentina",25,29.208846493224105,76.52717781224715,25,25,29.208846493224105,76.52717781224715
357,"Nevada,United States",233,291.65189467019076,782.1279640358998,233,233,274.1689938521828,720.1227638927188
358,"New Hampshire,United States",94,109.82526281452259,287.7421885740491,94,94,109.82526281452259,287.7421885740491
359,"New Jersey,United States",3722,4361.56336281343,11439.296010571175,3722,3722,4349.908095601424,11397.959210475754
360,"New Mexico,United States",91,112.79534968644977,301.5238161784979,91,91,106.96771608044698,280.8554161307712
361,"New South Wales,Australia",258,301.4352958100729,789.7604750223908,258,258,301.4352958100729,789.7604750223908
362,"New York,United States",4150,5039.685397183048,13380.97574061957,4150,4150,4867.77020580599,12771.2579392117
363,"Newfoundland and Labrador,Canada",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
364,"Nidwalden,Switzerland",4,30.57400924337181,104.10390421763408,4,4,7.263474819361451,21.430304026726997
365,"Ningxia Hui,China",84,98.1417242172329,257.1313174491499,84,84,98.1417242172329,257.1313174491499
366,"Nonthaburi,Thailand",26,56.27779415740892,171.44782069241134,26,26,32.967259733398585,88.77422050150426
367,"Noord-Brabant,Netherlands",4,20.86128656670082,69.65657080475619,4,4,6.292202551694347,17.985570685439207
368,"Noord-Holland,Netherlands",3,35.880803834756804,124.00770604706277,3,3,6.742635804743874,20.665705808428953
369,"Nordland,Norway",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
370,"Normandie,France",68,85.92321091268363,231.11881259123098,68,68,80.09557730668078,210.45041254350352
371,"Normandy,France",224,268.1864130304016,708.6484021396518,224,224,262.3587794243994,687.9800020919251
372,"Norrbotten,Sweden",9,10.515184737560672,27.549784012408942,9,9,10.515184737560672,27.549784012408942
373,"Norte,Portugal",1003,1171.858921308151,3070.2703738273544,1003,1003,1171.858921308151,3070.2703738273544
374,"North Brabant,Netherlands",1080,1268.297316958396,3328.938970430997,1080,1080,1262.4696833523917,3308.270570383265
375,"North Carolina,United States",330,398.5070706127852,1056.0885250054962,330,330,386.8518034007814,1014.7517249100451
376,"North Caucasian,Russia",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
377,"North Chungcheong,South Korea",66,90.06165164433975,247.9615273081705,66,66,78.40638443233458,206.62472721271644
378,"North Dakota,United States",32,37.38732351132683,97.95478759967618,32,32,37.38732351132683,97.95478759967618
379,"North Gyeongsang,South Korea",1014,1184.7108137651694,3103.9423320647434,1014,1014,1184.7108137651694,3103.9423320647434
380,"North Holland,Netherlands",569,684.2187915391231,1810.6532338325028,569,569,666.7358907211122,1748.6480336893146
381,"North Jeolla,South Korea",8,9.346830877831707,24.488696899919045,8,8,9.346830877831707,24.488696899919045
382,"North Kazakhstan,Kazakhstan",1,1.1683538597289633,3.0610871124898806,1,1,1.1683538597289633,3.0610871124898806
383,"North Khorasan,Iran",6,7.010123158373782,18.36652267493932,6,6,7.010123158373782,18.36652267493932
384,"North Rhine-Westphalia,Germany",2092,2444.196274552992,6403.79423932884,2092,2092,2444.196274552992,6403.79423932884
385,"North West,South Africa",4,4.673415438915853,12.244348449959523,4,4,4.673415438915853,12.244348449959523
386,"North Western,Russia",13,15.188600176476529,39.79413246236851,13,13,15.188600176476529,39.79413246236851
387,"Northern Cape,South Africa",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
388,"Northern Ireland,United Kingdom",248,289.751757212783,759.149603897492,248,248,289.751757212783,759.149603897492
389,"Northern Region,Denmark",13,15.188600176476529,39.79413246236851,13,13,15.188600176476529,39.79413246236851
390,"Nouvelle-Aquitaine,France",331,386.7251275702871,1013.219834234152,331,331,386.7251275702871,1013.219834234152
391,"Nova Scotia,Canada",13,15.188600176476529,39.79413246236851,13,13,15.188600176476529,39.79413246236851
392,"Nuble,Chile",244,285.0783417738672,746.905255447532,244,244,285.0783417738672,746.905255447532
393,"Nuevo Leon,Mexico",736,859.908440760517,2252.9601147925528,736,736,859.908440760517,2252.9601147925528
394,"OHiggins,Chile",13,15.188600176476529,39.79413246236851,13,13,15.188600176476529,39.79413246236851
395,"Oaxaca,Mexico",252,300.90032110281237,794.3588412893688,252,252,295.0726874968098,773.6904412416413
396,"Obwalden,Switzerland",1,33.5440961152989,117.8855318220832,1,1,4.405928085285956,14.543531583449179
397,"Occitanie,France",363,424.11245108161387,1111.1746218338287,363,363,424.11245108161387,1111.1746218338287
398,"Ogun,Nigeria",54,63.09110842536403,165.29870407445375,175,175,63.09110842536403,165.29870407445375
399,"Ohio,United States",479,562.879073035731,1477.7431713536157,479,479,559.965256232729,1467.408971329751
400,"Okinawa,Japan",2,2.3367077194579267,6.122174224979761,2,2,2.3367077194579267,6.122174224979761
401,"Oklahoma,United States",84,104.61687266834704,280.09620639106873,84,84,98.78923906234421,259.4278063433419
402,"Ondo,Nigeria",9,10.515184737560672,27.549784012408942,20,20,10.515184737560672,27.549784012408942
403,"Ontario,Canada",303,366.96151640010316,973.4391729682698,303,303,355.30624918809946,932.1023728728195
404,"Opole,Poland",9,10.515184737560672,27.549784012408942,9,9,10.515184737560672,27.549784012408942
405,"Orebro,Sweden",15,17.525307895934443,45.91630668734824,15,15,17.525307895934443,45.91630668734824
